account_id,customer_id,account_type,currency,balance,created_at,status
ACC0002311,CUST005414,CHECKING,PKR,746.35,2022-12-15 09:50:44,CLOSED
ACC0002312,CUST003944,BUSINESS,AUD,9454.57,2024-12-24 17:34:13,ACTIVE
ACC0002313,CUST008037,SAVINGS,USD,1445.32,2021-11-02 08:17:53,CLOSED
ACC0002314,CUST002826,SAVINGS,EUR,1992.79,2022-01-07 22:34:58,ACTIVE
ACC0002315,CUST008425,CHECKING,GBP,2438.43,2024-07-29 23:29:28,CLOSED
ACC0002316,CUST006739,CHECKING,EUR,1818.75,2024-01-25 11:31:59,SUSPENDED
ACC0002317,CUST004711,BUSINESS,INR,3001.08,2022-12-18 22:31:27,ACTIVE
ACC0002318,CUST006672,BUSINESS,PKR,522.85,2026-05-24 23:02:21,ACTIVE
ACC0002319,CUST006314,CHECKING,INR,561.18,2025-03-04 07:33:22,ACTIVE
ACC0002320,CUST008392,SAVINGS,AUD,292.9,2023-06-24 01:57:48,ACTIVE
ACC0002321,CUST000311,BUSINESS,AED,1858.27,2024-08-09 13:49:15,ACTIVE
ACC0002322,CUST000357,CHECKING,SGD,2792.59,2025-10-21 04:26:39,ACTIVE
ACC0002323,CUST007198,BUSINESS,EUR,1899.46,2024-01-14 20:37:37,SUSPENDED
ACC0002324,CUST006183,BUSINESS,JPY,8179.54,2021-12-22 10:38:58,ACTIVE
ACC0002325,CUST001378,BUSINESS,JPY,1089.29,2026-05-23 13:05:15,CLOSED
ACC0002326,CUST003415,CHECKING,EUR,2446.69,2025-12-07 00:56:20,ACTIVE
ACC0002327,CUST008253,SAVINGS,SGD,295.88,2024-07-08 11:08:17,ACTIVE
ACC0002328,CUST008024,SAVINGS,EUR,689.16,2022-07-23 12:25:06,ACTIVE
ACC0002329,CUST008589,SAVINGS,PKR,2526.64,2025-06-02 11:40:40,ACTIVE
ACC0002330,CUST000800,CHECKING,INR,3037.9,2024-04-05 23:11:16,ACTIVE
ACC0002331,CUST005367,SAVINGS,EUR,770.65,2023-11-28 11:00:34,ACTIVE
ACC0002332,CUST000846,CHECKING,GBP,1006.35,2024-03-04 22:08:00,CLOSED
ACC0002333,CUST006922,CHECKING,EUR,177.43,2024-02-12 17:40:16,ACTIVE
ACC0002334,CUST004982,BUSINESS,EUR,714.49,2022-04-14 14:04:59,ACTIVE
ACC0002335,CUST003462,BUSINESS,AED,3192.18,2023-09-21 00:08:08,SUSPENDED
ACC0002336,CUST004230,SAVINGS,EUR,2186.91,2026-02-17 23:25:43,SUSPENDED
ACC0002337,CUST009794,SAVINGS,EUR,1999.79,2026-04-17 10:31:52,CLOSED
ACC0002338,CUST004008,CHECKING,PKR,1164.13,2022-10-02 18:29:31,ACTIVE
ACC0002339,CUST008802,CHECKING,EUR,1105.97,2024-05-03 05:13:34,CLOSED
ACC0002340,CUST002467,CHECKING,JPY,496.52,2026-04-02 05:05:35,ACTIVE
ACC0002341,CUST006075,SAVINGS,INR,2536.64,2023-03-10 19:07:55,CLOSED
ACC0002342,CUST006909,CHECKING,EUR,1817.41,2023-09-26 21:28:03,ACTIVE
ACC0002343,CUST000784,SAVINGS,JPY,1979.15,2024-08-21 06:08:00,ACTIVE
ACC0002344,CUST002033,SAVINGS,INR,583.33,2024-07-27 03:37:41,ACTIVE
ACC0002345,CUST004587,SAVINGS,EUR,82.76,2022-11-17 19:33:12,ACTIVE
ACC0002346,CUST007563,SAVINGS,JPY,4091.16,2024-12-26 14:18:55,ACTIVE
ACC0002347,CUST006775,CHECKING,EUR,617.32,2023-08-04 01:15:02,ACTIVE
ACC0002348,CUST004015,SAVINGS,SGD,389.42,2025-07-24 02:02:25,ACTIVE
ACC0002349,CUST008818,SAVINGS,EUR,2520.4,2023-05-26 07:37:31,CLOSED
ACC0002350,CUST000675,BUSINESS,CAD,685.11,2023-09-26 16:04:56,SUSPENDED
ACC0002351,CUST009082,BUSINESS,PKR,3912.47,2026-03-15 17:58:40,ACTIVE
ACC0002352,CUST008125,SAVINGS,SGD,2299.41,2022-02-24 22:56:53,ACTIVE
ACC0002353,CUST006134,BUSINESS,SGD,2490.61,2024-11-28 10:40:59,ACTIVE
ACC0002354,CUST004700,BUSINESS,EUR,212.91,2022-07-02 11:33:21,ACTIVE
ACC0002355,CUST004674,BUSINESS,USD,4695.37,2025-11-11 07:41:40,CLOSED
ACC0002356,CUST005477,CHECKING,CAD,1500.42,2025-09-20 22:55:33,SUSPENDED
ACC0002357,CUST005803,CHECKING,SGD,704.06,2026-01-03 15:57:11,ACTIVE
ACC0002358,CUST007532,SAVINGS,AED,1302.53,2026-06-12 09:28:27,ACTIVE
ACC0002359,CUST003933,SAVINGS,EUR,130.13,2022-01-11 16:13:00,ACTIVE
ACC0002360,CUST007631,SAVINGS,JPY,1790.74,2024-01-19 23:10:53,SUSPENDED
ACC0002361,CUST007788,SAVINGS,AUD,318.86,2023-06-05 08:13:54,ACTIVE
ACC0002362,CUST004345,CHECKING,CAD,216.33,2026-03-12 11:10:56,ACTIVE
ACC0002363,CUST007865,SAVINGS,EUR,176.47,2022-05-21 00:52:46,ACTIVE
ACC0002364,CUST005812,CHECKING,AUD,4168.14,2022-02-05 22:37:01,ACTIVE
ACC0002365,CUST009778,SAVINGS,EUR,515.37,2021-09-26 12:20:35,ACTIVE
ACC0002366,CUST003273,SAVINGS,SGD,6908.26,2025-01-08 19:24:18,ACTIVE
ACC0002367,CUST001246,SAVINGS,JPY,576.54,2023-06-26 16:54:56,ACTIVE
ACC0002368,CUST003403,BUSINESS,GBP,141.34,2022-07-25 20:43:20,ACTIVE
ACC0002369,CUST000974,BUSINESS,GBP,287.2,2021-09-02 18:13:59,SUSPENDED
ACC0002370,CUST000954,CHECKING,EUR,4831.8,2024-04-30 10:41:44,CLOSED
ACC0002371,CUST000763,BUSINESS,EUR,909.52,2024-08-22 17:15:02,ACTIVE
ACC0002372,CUST000549,SAVINGS,EUR,567.96,2021-11-20 06:37:49,ACTIVE
ACC0002373,CUST006528,SAVINGS,AED,1328.79,2025-07-29 11:56:38,CLOSED
ACC0002374,CUST008295,CHECKING,SGD,2002.48,2025-01-28 04:37:27,ACTIVE
ACC0002375,CUST004760,BUSINESS,EUR,4191.77,2022-09-16 00:49:51,ACTIVE
ACC0002376,CUST005627,CHECKING,EUR,6236.65,2023-10-27 11:09:18,SUSPENDED
ACC0002377,CUST005465,BUSINESS,INR,712.14,2021-09-09 03:29:35,CLOSED
ACC0002378,CUST006925,SAVINGS,CAD,223.35,2023-11-20 02:24:37,ACTIVE
ACC0002379,CUST005603,CHECKING,EUR,667.7,2026-01-10 10:06:56,ACTIVE
ACC0002380,CUST002133,SAVINGS,JPY,1498.67,2025-04-19 07:20:34,ACTIVE
ACC0002381,CUST000523,BUSINESS,USD,344.98,2025-12-14 16:51:52,CLOSED
ACC0002382,CUST000221,CHECKING,GBP,347.73,2025-08-17 00:04:37,ACTIVE
ACC0002383,CUST007642,CHECKING,AED,1656.64,2022-08-10 22:34:35,SUSPENDED
ACC0002384,CUST001290,CHECKING,EUR,1034.44,2025-05-03 20:49:42,ACTIVE
ACC0002385,CUST004023,SAVINGS,INR,1140.65,2022-02-25 23:18:12,SUSPENDED
ACC0002386,CUST005926,SAVINGS,EUR,441.34,2025-09-28 13:06:44,ACTIVE
ACC0002387,CUST001289,BUSINESS,JPY,831.74,2023-09-14 13:23:26,CLOSED
ACC0002388,CUST009796,BUSINESS,PKR,361.74,2023-07-26 16:00:35,SUSPENDED
ACC0002389,CUST009693,BUSINESS,AUD,3191.47,2026-05-20 00:52:53,ACTIVE
ACC0002390,CUST005151,CHECKING,GBP,3798.26,2022-11-22 19:29:49,ACTIVE
ACC0002391,CUST008973,CHECKING,SGD,119.65,2022-07-23 03:07:26,CLOSED
ACC0002392,CUST005215,BUSINESS,EUR,359.45,2022-02-18 04:59:00,ACTIVE
ACC0002393,CUST007338,SAVINGS,AED,182.03,2023-03-13 02:17:46,ACTIVE
ACC0002394,CUST006986,CHECKING,EUR,502.69,2022-02-07 04:54:58,ACTIVE
ACC0002395,CUST005021,SAVINGS,EUR,992.15,2022-01-15 19:38:56,ACTIVE
ACC0002396,CUST006965,CHECKING,EUR,192.56,2022-07-25 18:13:07,SUSPENDED
ACC0002397,CUST006691,BUSINESS,EUR,362.77,2022-08-22 15:26:57,ACTIVE
ACC0002398,CUST000001,SAVINGS,JPY,328.73,2024-01-08 19:30:49,CLOSED
ACC0002399,CUST007563,BUSINESS,JPY,1406.3,2026-02-13 12:57:21,SUSPENDED
ACC0002400,CUST006744,SAVINGS,AED,1191.79,2022-10-27 20:54:24,CLOSED
ACC0002401,CUST006282,BUSINESS,EUR,461.24,2022-08-23 23:49:57,ACTIVE
ACC0002402,CUST000260,BUSINESS,EUR,1355.85,2024-11-23 19:13:44,ACTIVE
ACC0002403,CUST002182,SAVINGS,AED,569.06,2026-05-15 02:08:38,ACTIVE
ACC0002404,CUST005622,BUSINESS,EUR,791.57,2024-08-13 20:43:45,SUSPENDED
ACC0002405,CUST006143,CHECKING,CAD,8169.33,2021-11-03 23:57:37,SUSPENDED
ACC0002406,CUST001111,SAVINGS,EUR,5478.32,2026-07-13 17:10:20,CLOSED
ACC0002407,CUST002689,BUSINESS,AED,230.56,2026-01-01 01:24:01,ACTIVE
ACC0002408,CUST003794,CHECKING,AED,2968.1,2024-01-10 16:05:31,CLOSED
ACC0002409,CUST002957,BUSINESS,EUR,2903.51,2025-08-02 10:28:24,CLOSED
ACC0002410,CUST003047,SAVINGS,JPY,276.46,2023-04-16 21:05:22,ACTIVE
ACC0002411,CUST004683,CHECKING,PKR,2929.34,2026-01-29 21:11:08,ACTIVE
ACC0002412,CUST004559,SAVINGS,SGD,6943.2,2023-07-09 05:32:37,CLOSED
ACC0002413,CUST003965,BUSINESS,AED,285.13,2024-12-03 12:35:35,SUSPENDED
ACC0002414,CUST006920,CHECKING,EUR,364.67,2023-11-02 03:27:39,ACTIVE
ACC0002415,CUST001100,SAVINGS,AED,3718.94,2024-12-21 23:40:13,ACTIVE
ACC0002416,CUST005810,CHECKING,SGD,1518.98,2021-09-29 04:04:05,ACTIVE
ACC0002417,CUST001446,BUSINESS,SGD,2125.52,2025-03-27 00:25:16,ACTIVE
ACC0002418,CUST006162,CHECKING,AUD,1650.29,2022-08-11 11:19:26,ACTIVE
ACC0002419,CUST007939,SAVINGS,SGD,1752.56,2021-10-07 21:23:46,ACTIVE
ACC0002420,CUST003992,CHECKING,EUR,223.24,2025-04-14 05:37:12,SUSPENDED
ACC0002421,CUST009680,CHECKING,EUR,3853.67,2021-12-13 19:21:06,ACTIVE
ACC0002422,CUST007435,BUSINESS,USD,4462.69,2023-07-12 20:01:55,CLOSED
ACC0002423,CUST008198,SAVINGS,AUD,832.75,2023-08-22 09:05:59,ACTIVE
ACC0002424,CUST004279,SAVINGS,EUR,1040.89,2026-01-26 12:13:39,ACTIVE
ACC0002425,CUST004956,CHECKING,USD,174.63,2022-12-20 18:25:56,ACTIVE
ACC0002426,CUST003080,SAVINGS,EUR,2032.67,2022-11-27 03:44:39,SUSPENDED
ACC0002427,CUST004301,SAVINGS,SGD,2178.67,2023-06-07 12:37:57,ACTIVE
ACC0002428,CUST000274,BUSINESS,INR,1017.77,2026-05-08 14:04:10,CLOSED
ACC0002429,CUST002728,BUSINESS,AUD,4226.9,2023-01-22 15:08:28,ACTIVE
ACC0002430,CUST008267,SAVINGS,AED,734.44,2023-03-16 03:05:52,CLOSED
ACC0002431,CUST003698,SAVINGS,EUR,2159.27,2023-09-09 04:06:13,ACTIVE
ACC0002432,CUST008803,BUSINESS,CAD,322.6,2024-10-30 10:59:11,CLOSED
ACC0002433,CUST006657,SAVINGS,SGD,1066.07,2023-06-14 19:29:45,ACTIVE
ACC0002434,CUST008142,SAVINGS,CAD,889.6,2025-07-19 11:25:07,ACTIVE
ACC0002435,CUST001565,CHECKING,PKR,1437.08,2024-05-05 18:40:05,ACTIVE
ACC0002436,CUST003336,SAVINGS,AED,703.85,2024-06-02 21:08:49,ACTIVE
ACC0002437,CUST008282,BUSINESS,INR,936.58,2025-11-15 23:32:51,ACTIVE
ACC0002438,CUST000142,CHECKING,EUR,2955.01,2022-10-21 17:14:55,ACTIVE
ACC0002439,CUST008424,SAVINGS,EUR,649.29,2025-08-09 10:30:20,ACTIVE
ACC0002440,CUST004384,SAVINGS,JPY,159.51,2021-12-18 20:20:03,ACTIVE
ACC0002441,CUST008758,CHECKING,EUR,8950.82,2024-06-25 16:13:42,ACTIVE
ACC0002442,CUST003442,BUSINESS,AED,5754.54,2022-10-09 18:16:37,SUSPENDED
ACC0002443,CUST008815,SAVINGS,EUR,232.59,2024-05-06 07:00:03,CLOSED
ACC0002444,CUST002750,BUSINESS,AED,2509.02,2021-11-20 21:09:50,ACTIVE
ACC0002445,CUST008012,BUSINESS,GBP,599.7,2022-03-14 07:35:37,SUSPENDED
ACC0002446,CUST005372,SAVINGS,EUR,1504.45,2026-04-10 10:13:31,SUSPENDED
ACC0002447,CUST000949,BUSINESS,EUR,1560.98,2026-03-15 12:15:35,SUSPENDED
ACC0002448,CUST004974,BUSINESS,EUR,827.75,2025-06-05 19:16:27,CLOSED
ACC0002449,CUST001245,CHECKING,USD,428.15,2022-12-09 14:06:13,SUSPENDED
ACC0002450,CUST006146,SAVINGS,EUR,478.83,2022-01-16 07:50:17,ACTIVE
ACC0002451,CUST008501,CHECKING,JPY,365.25,2025-02-16 19:27:07,ACTIVE
ACC0002452,CUST007549,SAVINGS,GBP,404.16,2025-01-23 16:09:09,SUSPENDED
ACC0002453,CUST002914,CHECKING,SGD,1011.7,2024-09-16 19:00:43,SUSPENDED
ACC0002454,CUST003368,CHECKING,EUR,464.56,2025-05-27 12:02:15,SUSPENDED
ACC0002455,CUST003611,SAVINGS,EUR,2486.08,2025-11-14 10:09:23,SUSPENDED
ACC0002456,CUST009371,CHECKING,EUR,6533.48,2025-02-07 09:34:27,SUSPENDED
ACC0002457,CUST000673,BUSINESS,EUR,546.72,2025-10-16 05:01:43,ACTIVE
ACC0002458,CUST003213,BUSINESS,SGD,1461.6,2025-08-09 18:52:47,ACTIVE
ACC0002459,CUST004231,SAVINGS,EUR,1997.44,2026-04-20 05:23:34,ACTIVE
ACC0002460,CUST004246,CHECKING,JPY,1932.18,2025-12-09 14:16:07,CLOSED
ACC0002461,CUST009941,CHECKING,AED,1201.28,2025-08-29 12:50:58,ACTIVE
ACC0002462,CUST002573,CHECKING,EUR,2673.7,2022-09-11 01:48:05,CLOSED
ACC0002463,CUST009966,SAVINGS,EUR,1956.08,2023-04-06 20:15:29,SUSPENDED
ACC0002464,CUST007591,BUSINESS,EUR,248.34,2021-09-25 08:08:41,ACTIVE
ACC0002465,CUST000853,BUSINESS,SGD,3111.9,2026-01-03 09:18:56,CLOSED
ACC0002466,CUST001665,CHECKING,EUR,3180.36,2023-10-24 03:36:46,ACTIVE
ACC0002467,CUST008438,SAVINGS,USD,438.81,2025-12-04 03:00:18,ACTIVE
ACC0002468,CUST007737,CHECKING,EUR,1147.71,2023-06-11 17:36:31,ACTIVE
ACC0002469,CUST001486,CHECKING,GBP,2489.89,2025-11-14 20:23:30,ACTIVE
ACC0002470,CUST006580,CHECKING,PKR,853.05,2022-10-06 16:24:02,ACTIVE
ACC0002471,CUST004088,CHECKING,INR,3974.18,2021-08-30 04:03:06,ACTIVE
ACC0002472,CUST005839,SAVINGS,EUR,18706.89,2021-12-25 21:50:15,ACTIVE
ACC0002473,CUST000885,CHECKING,CAD,427.01,2024-12-24 19:15:58,ACTIVE
ACC0002474,CUST003662,CHECKING,PKR,209.09,2025-04-07 09:08:41,ACTIVE
ACC0002475,CUST000965,SAVINGS,CAD,1579.06,2023-06-17 09:07:47,ACTIVE
ACC0002476,CUST000169,SAVINGS,EUR,2606.79,2022-10-03 13:17:41,ACTIVE
ACC0002477,CUST008730,CHECKING,SGD,831.27,2024-06-30 01:31:47,CLOSED
ACC0002478,CUST001636,CHECKING,USD,6272.39,2025-04-14 03:58:58,SUSPENDED
ACC0002479,CUST006673,SAVINGS,EUR,220.01,2025-12-21 03:48:20,SUSPENDED
ACC0002480,CUST008996,SAVINGS,CAD,2518.71,2026-06-10 18:42:41,CLOSED
ACC0002481,CUST005126,SAVINGS,SGD,530.05,2026-04-01 18:54:34,ACTIVE
ACC0002482,CUST006665,BUSINESS,USD,8632.19,2024-11-05 11:54:32,CLOSED
ACC0002483,CUST007081,CHECKING,EUR,11980.29,2024-08-28 15:14:58,CLOSED
ACC0002484,CUST005005,SAVINGS,INR,437.03,2025-05-21 10:13:58,ACTIVE
ACC0002485,CUST001961,BUSINESS,USD,567.1,2024-04-14 20:39:53,CLOSED
ACC0002486,CUST003011,BUSINESS,AED,3076.37,2025-11-30 04:48:35,SUSPENDED
ACC0002487,CUST001611,CHECKING,EUR,689.14,2026-08-20 07:47:55,ACTIVE
ACC0002488,CUST009797,SAVINGS,GBP,1038.47,2023-09-17 13:24:08,ACTIVE
ACC0002489,CUST002502,CHECKING,GBP,1130.56,2025-01-21 10:07:38,ACTIVE
ACC0002490,CUST005027,BUSINESS,SGD,109.55,2025-08-10 05:50:03,ACTIVE
ACC0002491,CUST001688,CHECKING,SGD,1078.57,2021-10-21 06:01:03,ACTIVE
ACC0002492,CUST001715,BUSINESS,SGD,479.3,2025-04-27 04:57:07,CLOSED
ACC0002493,CUST006266,BUSINESS,AUD,606.83,2022-03-17 07:56:21,ACTIVE
ACC0002494,CUST001529,CHECKING,AED,6200.33,2026-06-22 23:04:38,ACTIVE
ACC0002495,CUST008626,BUSINESS,USD,242.79,2025-11-08 02:24:11,ACTIVE
ACC0002496,CUST002623,BUSINESS,USD,2909.82,2024-09-10 19:52:49,ACTIVE
ACC0002497,CUST002196,BUSINESS,USD,784.66,2021-09-20 00:16:19,ACTIVE
ACC0002498,CUST006628,BUSINESS,JPY,783.9,2021-09-01 22:49:09,ACTIVE
ACC0002499,CUST006839,BUSINESS,EUR,2831.17,2023-07-02 18:38:57,ACTIVE
ACC0002500,CUST002490,BUSINESS,EUR,1649.23,2026-02-08 10:30:29,ACTIVE
ACC0002501,CUST008180,SAVINGS,PKR,2174.89,2022-04-21 06:06:42,CLOSED
ACC0002502,CUST006589,CHECKING,EUR,3504.56,2024-03-10 18:33:16,CLOSED
ACC0002503,CUST006243,BUSINESS,AED,736.88,2022-02-15 09:14:30,SUSPENDED
ACC0002504,CUST006250,CHECKING,EUR,526.01,2023-11-03 02:44:01,ACTIVE
ACC0002505,CUST008669,CHECKING,INR,298.22,2023-05-24 10:16:32,CLOSED
ACC0002506,CUST004440,SAVINGS,PKR,407.28,2026-05-26 04:11:18,SUSPENDED
ACC0002507,CUST001415,BUSINESS,USD,37756.51,2026-04-01 22:08:41,ACTIVE
ACC0002508,CUST000183,SAVINGS,EUR,4883.49,2021-09-02 01:25:22,SUSPENDED
ACC0002509,CUST003775,CHECKING,USD,216.74,2022-05-26 20:15:35,CLOSED
ACC0002510,CUST005763,SAVINGS,EUR,224.31,2024-08-27 21:14:02,ACTIVE
ACC0002511,CUST002174,BUSINESS,AUD,1955.18,2023-05-22 21:10:38,CLOSED
ACC0002512,CUST007469,CHECKING,EUR,2114.8,2022-03-31 07:37:49,CLOSED
ACC0002513,CUST003298,CHECKING,EUR,2118.92,2024-08-26 17:17:22,ACTIVE
ACC0002514,CUST000500,CHECKING,JPY,807.59,2021-09-14 03:02:21,CLOSED
ACC0002515,CUST007591,SAVINGS,EUR,943.37,2021-09-26 19:05:24,SUSPENDED
ACC0002516,CUST005565,BUSINESS,INR,1625.31,2024-09-18 04:33:43,ACTIVE
ACC0002517,CUST002111,SAVINGS,PKR,1215.7,2026-03-08 01:09:42,ACTIVE
ACC0002518,CUST009118,SAVINGS,AUD,76.47,2023-06-08 21:37:45,ACTIVE
ACC0002519,CUST002372,BUSINESS,INR,832.34,2024-10-20 16:31:02,ACTIVE
ACC0002520,CUST001448,SAVINGS,AUD,394.77,2023-04-08 12:04:17,ACTIVE
ACC0002521,CUST003052,BUSINESS,EUR,1353.24,2024-03-22 06:21:45,ACTIVE
ACC0002522,CUST005427,BUSINESS,SGD,39431.13,2026-04-04 20:42:07,SUSPENDED
ACC0002523,CUST000378,BUSINESS,USD,1704.42,2024-05-18 04:48:34,ACTIVE
ACC0002524,CUST008455,SAVINGS,PKR,752.77,2026-05-14 23:49:10,ACTIVE
ACC0002525,CUST006228,CHECKING,JPY,3314.83,2024-02-22 19:35:42,ACTIVE
ACC0002526,CUST009051,CHECKING,EUR,1957.11,2023-03-19 23:28:31,ACTIVE
ACC0002527,CUST002981,SAVINGS,EUR,1815.49,2024-06-17 01:08:48,ACTIVE
ACC0002528,CUST006857,SAVINGS,CAD,2271.56,2024-06-10 16:05:36,ACTIVE
ACC0002529,CUST007817,SAVINGS,CAD,12937.07,2025-01-11 21:45:37,ACTIVE
ACC0002530,CUST006540,BUSINESS,EUR,282.29,2022-03-27 03:53:37,SUSPENDED
ACC0002531,CUST005589,CHECKING,EUR,1935.96,2023-12-29 02:15:12,CLOSED
ACC0002532,CUST009496,CHECKING,AUD,360.81,2022-03-09 22:24:48,ACTIVE
ACC0002533,CUST001367,BUSINESS,EUR,2135.84,2025-05-28 03:07:41,SUSPENDED
ACC0002534,CUST009576,BUSINESS,EUR,364.15,2026-01-29 02:46:27,ACTIVE
ACC0002535,CUST007138,SAVINGS,EUR,664.58,2024-03-19 13:27:09,CLOSED
ACC0002536,CUST004254,CHECKING,EUR,769.62,2023-07-05 10:59:08,ACTIVE
ACC0002537,CUST001537,SAVINGS,AED,3536.81,2025-06-27 11:22:14,ACTIVE
ACC0002538,CUST005807,SAVINGS,EUR,3301.54,2024-12-19 02:43:50,ACTIVE
ACC0002539,CUST003614,BUSINESS,PKR,245.95,2021-11-21 01:18:46,SUSPENDED
ACC0002540,CUST008064,BUSINESS,AUD,1171.36,2022-06-26 01:53:30,SUSPENDED
ACC0002541,CUST008364,SAVINGS,EUR,468.02,2026-02-01 08:50:17,CLOSED
ACC0002542,CUST006241,SAVINGS,USD,242.21,2023-05-03 08:45:48,ACTIVE
ACC0002543,CUST003894,CHECKING,AED,845.21,2023-03-29 04:49:12,ACTIVE
ACC0002544,CUST006380,BUSINESS,JPY,757.35,2024-09-13 17:01:05,ACTIVE
ACC0002545,CUST006828,BUSINESS,EUR,20172.18,2025-09-17 22:22:43,ACTIVE
ACC0002546,CUST002262,BUSINESS,CAD,1843.74,2026-07-03 15:06:50,ACTIVE
ACC0002547,CUST001445,CHECKING,PKR,209.95,2025-12-31 15:05:57,CLOSED
ACC0002548,CUST003171,BUSINESS,EUR,556.84,2022-08-25 18:10:42,ACTIVE
ACC0002549,CUST000150,SAVINGS,AED,3735.59,2024-12-01 18:17:28,ACTIVE
ACC0002550,CUST009653,SAVINGS,EUR,13441.89,2024-09-01 17:33:23,CLOSED
ACC0002551,CUST007328,CHECKING,EUR,163.5,2023-08-14 01:26:19,SUSPENDED
ACC0002552,CUST000253,CHECKING,EUR,114.9,2024-10-05 23:11:25,SUSPENDED
ACC0002553,CUST000274,CHECKING,INR,10354.31,2022-12-02 18:35:34,ACTIVE
ACC0002554,CUST001987,BUSINESS,AED,1750.29,2023-11-14 11:33:14,CLOSED
ACC0002555,CUST004201,BUSINESS,PKR,386.85,2025-02-10 01:19:08,SUSPENDED
ACC0002556,CUST005287,BUSINESS,PKR,2082.98,2023-04-08 05:29:40,ACTIVE
ACC0002557,CUST009177,CHECKING,USD,46.39,2025-04-14 20:16:46,CLOSED
ACC0002558,CUST009332,SAVINGS,PKR,1101.08,2022-02-02 05:40:46,ACTIVE
ACC0002559,CUST001203,BUSINESS,GBP,1625.2,2023-11-12 01:57:01,CLOSED
ACC0002560,CUST002000,SAVINGS,EUR,3324.66,2023-03-19 08:20:51,ACTIVE
ACC0002561,CUST009231,BUSINESS,EUR,324.84,2024-06-09 17:25:55,ACTIVE
ACC0002562,CUST005926,CHECKING,EUR,1215.4,2026-07-09 21:09:23,ACTIVE
ACC0002563,CUST007218,CHECKING,CAD,361.22,2026-08-06 17:41:59,SUSPENDED
ACC0002564,CUST003922,BUSINESS,EUR,1489.89,2021-10-30 17:26:17,ACTIVE
ACC0002565,CUST001524,BUSINESS,EUR,374.5,2023-11-05 11:13:05,ACTIVE
ACC0002566,CUST007770,CHECKING,CAD,672.01,2021-09-16 21:21:22,CLOSED
ACC0002567,CUST000923,BUSINESS,AED,331.96,2022-03-27 17:09:24,ACTIVE
ACC0002568,CUST003622,CHECKING,JPY,2395.54,2023-09-15 16:32:30,CLOSED
ACC0002569,CUST006453,SAVINGS,EUR,3072.18,2026-07-11 19:41:07,ACTIVE
ACC0002570,CUST009120,SAVINGS,AED,827.54,2024-04-23 03:23:01,SUSPENDED
ACC0002571,CUST008472,SAVINGS,AED,1148.13,2026-05-31 13:35:30,CLOSED
ACC0002572,CUST008663,BUSINESS,PKR,192.81,2026-07-15 09:30:11,ACTIVE
ACC0002573,CUST005436,SAVINGS,EUR,765.39,2025-12-25 20:57:39,CLOSED
ACC0002574,CUST002446,BUSINESS,EUR,1032.52,2022-04-30 01:53:58,ACTIVE
ACC0002575,CUST006023,BUSINESS,EUR,25462.24,2025-12-23 17:03:48,CLOSED
ACC0002576,CUST008763,BUSINESS,USD,288.77,2024-02-15 11:14:02,ACTIVE
ACC0002577,CUST002603,BUSINESS,USD,6355.1,2023-08-28 05:09:14,ACTIVE
ACC0002578,CUST008791,CHECKING,SGD,3627.25,2023-03-27 14:41:25,ACTIVE
ACC0002579,CUST008634,CHECKING,SGD,1535.73,2024-01-10 15:18:30,ACTIVE
ACC0002580,CUST004022,SAVINGS,JPY,9048.41,2024-04-06 20:58:18,ACTIVE
ACC0002581,CUST000684,SAVINGS,GBP,1713.9,2024-09-23 08:24:54,SUSPENDED
ACC0002582,CUST008426,SAVINGS,USD,1749.34,2025-11-14 10:44:00,ACTIVE
ACC0002583,CUST008769,BUSINESS,EUR,1028.91,2024-04-16 14:38:59,ACTIVE
ACC0002584,CUST006921,SAVINGS,EUR,4761.33,2023-08-22 20:54:52,ACTIVE
ACC0002585,CUST008114,BUSINESS,GBP,4087.8,2024-04-20 17:57:45,ACTIVE
ACC0002586,CUST006541,SAVINGS,EUR,517.59,2023-03-17 01:25:51,ACTIVE
ACC0002587,CUST009039,CHECKING,EUR,225.18,2024-04-29 23:20:26,ACTIVE
ACC0002588,CUST004405,BUSINESS,AUD,859.56,2024-09-01 03:24:32,ACTIVE
ACC0002589,CUST009414,SAVINGS,PKR,419.87,2022-04-16 22:06:34,SUSPENDED
ACC0002590,CUST007782,SAVINGS,PKR,1016.14,2022-12-28 08:54:00,ACTIVE
ACC0002591,CUST001301,CHECKING,EUR,4841.24,2022-12-23 02:12:37,ACTIVE
ACC0002592,CUST003288,CHECKING,EUR,633.49,2026-05-21 20:39:04,ACTIVE
ACC0002593,CUST005282,SAVINGS,AUD,1041.7,2025-01-28 07:43:02,CLOSED
ACC0002594,CUST005403,BUSINESS,PKR,1175.71,2026-08-09 21:24:21,CLOSED
ACC0002595,CUST002600,BUSINESS,USD,3035.46,2024-06-27 13:42:50,CLOSED
ACC0002596,CUST008005,SAVINGS,AUD,73.98,2022-11-10 19:54:50,SUSPENDED
ACC0002597,CUST007494,SAVINGS,EUR,529.51,2026-08-14 17:48:51,ACTIVE
ACC0002598,CUST001055,BUSINESS,CAD,1413.1,2023-07-16 14:21:20,CLOSED
ACC0002599,CUST004770,BUSINESS,EUR,4628.99,2025-11-29 18:26:36,ACTIVE
ACC0002600,CUST002564,SAVINGS,EUR,607.72,2023-01-05 23:40:51,ACTIVE
ACC0002601,CUST005296,CHECKING,EUR,115.37,2022-07-11 13:39:28,CLOSED
