merchant_id,merchant_name,merchant_category,country,risk_category
MER00433,"Marshall, Garrett and Meyer",E_COMMERCE,BE,MEDIUM
MER00434,Alvarez-Wilson,RESTAURANT,IT,LOW
MER00435,"Savage, Thompson and Proctor",UTILITIES,PK,MEDIUM
MER00436,"Gray, Hernandez and Harrington",TRANSPORT,US,MEDIUM
MER00437,Moreno-Casey,RESTAURANT,BE,MEDIUM
MER00438,"Mann, Glover and Carroll",ELECTRONICS,GB,LOW
MER00439,Jimenez PLC,RESTAURANT,PK,MEDIUM
MER00440,Henry-Knox,GROCERY,FR,LOW
MER00441,Orr-Anderson,ENTERTAINMENT,NL,LOW
MER00442,Oconnor Group,E_COMMERCE,AE,MEDIUM
MER00443,Davidson-Ryan,FASHION,US,LOW
MER00444,Carey and Sons,GAMING,DE,LOW
MER00445,Bryant-Sanders,RESTAURANT,IT,MEDIUM
MER00446,"Hart, Flynn and Lopez",ELECTRONICS,ES,MEDIUM
MER00447,Martin Ltd,RESTAURANT,BE,LOW
MER00448,Carr Ltd,GROCERY,FR,LOW
MER00449,"Chaney, Mathews and Patrick",FASHION,GB,MEDIUM
MER00450,"Smith, King and Ross",HEALTHCARE,BE,LOW
MER00451,"Carlson, Nguyen and Smith",UTILITIES,IT,MEDIUM
MER00452,Garcia LLC,TRAVEL,JP,MEDIUM
MER00453,Nguyen LLC,HEALTHCARE,NL,HIGH
MER00454,Perez Group,RESTAURANT,IN,HIGH
MER00455,Thompson-Ingram,TRANSPORT,SG,LOW
MER00456,"Whitaker, Sanchez and Torres",ELECTRONICS,AE,MEDIUM
MER00457,"Adkins, Sherman and Rhodes",FASHION,DE,LOW
MER00458,"Hood, Flores and Knight",GROCERY,IN,LOW
MER00459,Johnson-Medina,E_COMMERCE,DE,MEDIUM
MER00460,Donovan-Cooke,RESTAURANT,AE,MEDIUM
MER00461,Jackson Inc,TRAVEL,ES,MEDIUM
MER00462,Castillo-Miranda,HEALTHCARE,IT,LOW
MER00463,"Mccall, Potts and Booth",RESTAURANT,BE,LOW
MER00464,"Taylor, Sloan and Caldwell",UTILITIES,ES,HIGH
MER00465,"Adams, Young and Mccormick",GROCERY,CA,HIGH
MER00466,Sanders Group,TRAVEL,IN,HIGH
MER00467,"Jones, Schneider and Mitchell",GROCERY,DE,LOW
MER00468,"Lewis, Mayer and Miller",E_COMMERCE,GB,LOW
MER00469,"Bell, Walker and Smith",GROCERY,US,LOW
MER00470,Carter-Tyler,FASHION,FR,MEDIUM
MER00471,Anderson-Meyer,ENTERTAINMENT,JP,MEDIUM
MER00472,Weaver-Yoder,E_COMMERCE,SG,HIGH
MER00473,Miller LLC,E_COMMERCE,BE,LOW
MER00474,Smith-Morales,E_COMMERCE,AU,LOW
MER00475,Hall-Evans,FASHION,NL,LOW
MER00476,"Ball, Murphy and Chapman",FINANCIAL_SERVICES,IN,HIGH
MER00477,Duffy Inc,HEALTHCARE,NL,MEDIUM
MER00478,Perez Ltd,RESTAURANT,IT,MEDIUM
MER00479,Greene-Randolph,RESTAURANT,AU,LOW
MER00480,Blankenship-Lloyd,ELECTRONICS,BE,MEDIUM
MER00481,Rose-Shannon,GROCERY,IN,LOW
MER00482,"Ibarra, Smith and Romero",ELECTRONICS,GB,LOW
MER00483,"Howard, Beck and Velazquez",FINANCIAL_SERVICES,BE,LOW
MER00484,Stephens and Sons,TRAVEL,ES,MEDIUM
MER00485,Palmer-Carter,ENTERTAINMENT,ES,MEDIUM
MER00486,Thomas Group,HEALTHCARE,GB,MEDIUM
MER00487,Dunlap PLC,E_COMMERCE,SG,LOW
MER00488,"Schneider, Edwards and Hanson",FINANCIAL_SERVICES,GB,MEDIUM
MER00489,"Murphy, Davis and Juarez",RESTAURANT,GB,MEDIUM
MER00490,"Barry, Johnson and Boyd",GAMING,NL,MEDIUM
MER00491,Goodwin-Williams,GROCERY,AU,LOW
MER00492,"Smith, Wells and Mitchell",ELECTRONICS,AE,LOW
MER00493,"Donovan, Davis and Bishop",E_COMMERCE,ES,LOW
MER00494,Johnson Ltd,E_COMMERCE,SG,HIGH
MER00495,Jones Inc,ELECTRONICS,FR,MEDIUM
MER00496,Parks-Paul,FASHION,AE,LOW
MER00497,Poole and Sons,ELECTRONICS,ES,LOW
MER00498,"Williams, Bailey and Stevenson",HEALTHCARE,AU,MEDIUM
MER00499,Wilson-Wheeler,FASHION,FR,LOW
MER00500,"Douglas, Pearson and Mclaughlin",HEALTHCARE,IT,LOW
MER00501,"Kidd, Hess and Lowe",GAMING,AU,MEDIUM
MER00502,Smith-Mcgee,FINANCIAL_SERVICES,FR,HIGH
MER00503,"Mendoza, Bradford and Miranda",ENTERTAINMENT,IT,MEDIUM
MER00504,Carr-Thompson,HEALTHCARE,AU,LOW
MER00505,Farrell LLC,RESTAURANT,DE,MEDIUM
MER00506,Jones-Martin,RESTAURANT,FR,LOW
MER00507,"Lambert, Hart and Castillo",ELECTRONICS,GB,LOW
MER00508,Herman-Cox,UTILITIES,PK,MEDIUM
MER00509,Washington-Brown,E_COMMERCE,BE,LOW
MER00510,"Fernandez, Diaz and Whitehead",FINANCIAL_SERVICES,DE,HIGH
MER00511,"Marsh, Roberts and Gibson",GAMING,SG,LOW
MER00512,"Watson, Gaines and Wolfe",E_COMMERCE,NL,LOW
MER00513,Mathews Inc,RESTAURANT,FR,LOW
MER00514,"Archer, Burton and Ward",GAMING,FR,HIGH
MER00515,Smith-Hudson,TRAVEL,NL,HIGH
MER00516,Johnson-Jensen,UTILITIES,US,LOW
MER00517,Smith Ltd,TRANSPORT,SG,MEDIUM
MER00518,"Turner, Miller and Lewis",TRANSPORT,IN,LOW
MER00519,Green-Flores,TRANSPORT,CA,LOW
MER00520,Bean Inc,TRANSPORT,BE,HIGH
MER00521,"Moore, Murillo and Wilkins",ELECTRONICS,SG,LOW
MER00522,Coleman Inc,GAMING,CA,LOW
MER00523,Benjamin Group,ENTERTAINMENT,GB,LOW
MER00524,"Anthony, White and Smith",GAMING,NL,MEDIUM
MER00525,Henry Inc,ELECTRONICS,US,MEDIUM
MER00526,Lowery Ltd,UTILITIES,US,MEDIUM
MER00527,Smith-Barker,FINANCIAL_SERVICES,AE,MEDIUM
MER00528,Brandt Ltd,E_COMMERCE,NL,LOW
MER00529,Hammond-Dunn,ENTERTAINMENT,SG,LOW
MER00530,"Stevens, Pennington and Brooks",UTILITIES,JP,HIGH
MER00531,Andrews Inc,FINANCIAL_SERVICES,FR,LOW
MER00532,Brown Group,FASHION,IT,MEDIUM
MER00533,Bauer Inc,HEALTHCARE,ES,LOW
MER00534,Greene-Jordan,TRANSPORT,GB,LOW
MER00535,Schmidt and Sons,HEALTHCARE,AU,HIGH
MER00536,Daniels PLC,ELECTRONICS,CA,LOW
MER00537,Kirby Inc,FINANCIAL_SERVICES,AE,MEDIUM
MER00538,"Lee, Phillips and Schroeder",GAMING,CA,MEDIUM
MER00539,Miller Group,HEALTHCARE,PK,LOW
MER00540,Collins Group,ELECTRONICS,AE,LOW
MER00541,Williams-Wright,TRANSPORT,FR,LOW
MER00542,"Castro, Bennett and Bennett",TRANSPORT,BE,LOW
MER00543,Thomas Inc,FASHION,CA,MEDIUM
MER00544,King and Sons,GAMING,CA,MEDIUM
MER00545,Blackburn LLC,ELECTRONICS,NL,LOW
MER00546,"Peck, Reed and Hunter",UTILITIES,DE,LOW
MER00547,"Reynolds, Hunter and Olson",E_COMMERCE,JP,LOW
MER00548,Huber LLC,HEALTHCARE,GB,LOW
MER00549,Williams-Taylor,FINANCIAL_SERVICES,JP,HIGH
MER00550,Hamilton-Jarvis,UTILITIES,AU,MEDIUM
MER00551,"Guzman, Vasquez and Holmes",HEALTHCARE,ES,LOW
MER00552,Rose-Fisher,TRAVEL,ES,MEDIUM
MER00553,Rogers Ltd,RESTAURANT,PK,LOW
MER00554,Johnson-Webb,GROCERY,PK,HIGH
MER00555,"Anderson, Price and Mills",FINANCIAL_SERVICES,ES,MEDIUM
MER00556,Blanchard-Lee,ELECTRONICS,AE,MEDIUM
MER00557,Watkins PLC,FASHION,JP,LOW
MER00558,"Fuentes, Lloyd and Downs",RESTAURANT,BE,MEDIUM
MER00559,Taylor-Montes,HEALTHCARE,IN,LOW
MER00560,"Harding, Zimmerman and Deleon",GROCERY,US,LOW
MER00561,Taylor Group,E_COMMERCE,IT,LOW
MER00562,Maddox-Woodard,FINANCIAL_SERVICES,AU,LOW
MER00563,"Duran, Thompson and Erickson",RESTAURANT,GB,LOW
MER00564,Carrillo and Sons,GAMING,JP,LOW
MER00565,Benitez PLC,ENTERTAINMENT,DE,LOW
MER00566,Liu-Carr,FASHION,AE,LOW
MER00567,Taylor Inc,RESTAURANT,AE,MEDIUM
MER00568,Soto-Baldwin,E_COMMERCE,US,HIGH
MER00569,Gonzalez Inc,GAMING,AU,LOW
MER00570,Mercado-Evans,GAMING,DE,LOW
MER00571,Dominguez-Rivas,FASHION,IT,MEDIUM
MER00572,"Parker, Jordan and Garcia",TRANSPORT,BE,LOW
MER00573,"Mitchell, Khan and Torres",UTILITIES,GB,HIGH
MER00574,Hopkins PLC,E_COMMERCE,IT,HIGH
MER00575,Davis-Horn,FINANCIAL_SERVICES,SG,MEDIUM
MER00576,Wilson-Hebert,UTILITIES,PK,LOW
MER00577,Adams Inc,RESTAURANT,FR,LOW
MER00578,Sanchez-King,RESTAURANT,US,LOW
MER00579,Thomas-Lee,GROCERY,PK,LOW
MER00580,Perez Ltd,HEALTHCARE,SG,LOW
MER00581,Bennett LLC,HEALTHCARE,AU,LOW
MER00582,Roberts LLC,ENTERTAINMENT,CA,MEDIUM
MER00583,Conway-Patel,HEALTHCARE,IN,MEDIUM
MER00584,Simpson-Holland,TRANSPORT,FR,MEDIUM
MER00585,Peterson PLC,FINANCIAL_SERVICES,US,LOW
MER00586,Moran-Frye,TRAVEL,US,HIGH
MER00587,"Smith, Harris and Scott",FASHION,DE,MEDIUM
MER00588,James LLC,E_COMMERCE,AE,MEDIUM
MER00589,Jackson-Williams,UTILITIES,BE,LOW
MER00590,Johnson-Peterson,ENTERTAINMENT,US,MEDIUM
MER00591,Jones LLC,GROCERY,PK,LOW
MER00592,Woods LLC,GROCERY,FR,MEDIUM
MER00593,"Maddox, Gallegos and Sullivan",UTILITIES,JP,HIGH
MER00594,Green-Frank,HEALTHCARE,IN,MEDIUM
MER00595,Jimenez-Johnson,GROCERY,NL,LOW
MER00596,"Newton, Hodges and Wright",FINANCIAL_SERVICES,AU,MEDIUM
MER00597,Jackson LLC,RESTAURANT,FR,MEDIUM
MER00598,"Perez, Fernandez and Sandoval",E_COMMERCE,IT,LOW
MER00599,Miles-Baxter,GAMING,JP,HIGH
MER00600,Miller-Aguilar,FASHION,AE,MEDIUM
MER00601,Norris-Guzman,RESTAURANT,SG,MEDIUM
MER00602,Willis-Anderson,FASHION,FR,LOW
MER00603,Green Inc,TRANSPORT,FR,LOW
MER00604,Rodriguez-Jones,TRAVEL,AE,MEDIUM
MER00605,Vasquez Inc,GROCERY,FR,MEDIUM
MER00606,Pope-Mcclure,GROCERY,FR,LOW
MER00607,Miller LLC,E_COMMERCE,FR,LOW
MER00608,Allen-Luna,FINANCIAL_SERVICES,ES,LOW
MER00609,Hart-Williams,FINANCIAL_SERVICES,ES,MEDIUM
MER00610,"Copeland, Dominguez and Schneider",TRAVEL,CA,MEDIUM
MER00611,Davis Inc,ELECTRONICS,FR,LOW
MER00612,Lin PLC,FINANCIAL_SERVICES,IN,LOW
MER00613,"Ellis, Scott and Walsh",RESTAURANT,DE,MEDIUM
MER00614,"Young, Garcia and James",RESTAURANT,PK,HIGH
MER00615,Acosta and Sons,UTILITIES,GB,LOW
MER00616,Olsen-Simmons,ENTERTAINMENT,AE,HIGH
MER00617,Miller and Sons,RESTAURANT,AU,LOW
MER00618,Harris-Wheeler,FASHION,AE,MEDIUM
MER00619,Johnson Inc,UTILITIES,GB,MEDIUM
MER00620,Strong-Reed,HEALTHCARE,PK,LOW
MER00621,"Lucas, Hernandez and Perez",RESTAURANT,FR,LOW
MER00622,Smith LLC,ENTERTAINMENT,AU,LOW
MER00623,Walker-Gaines,FASHION,DE,LOW
MER00624,Tran PLC,E_COMMERCE,IN,MEDIUM
MER00625,Stewart-Banks,FINANCIAL_SERVICES,ES,LOW
MER00626,Arias-Miller,RESTAURANT,BE,MEDIUM
MER00627,Gregory-Todd,ENTERTAINMENT,GB,LOW
MER00628,"Garza, Miller and Chandler",UTILITIES,PK,LOW
MER00629,"Williams, Dunn and George",GAMING,CA,MEDIUM
MER00630,Brown Inc,FASHION,DE,MEDIUM
MER00631,Paul Inc,RESTAURANT,ES,LOW
MER00632,"Bush, Jennings and Robinson",HEALTHCARE,PK,LOW
MER00633,Montoya-Gonzalez,E_COMMERCE,IN,LOW
MER00634,Morgan-Ruiz,ENTERTAINMENT,NL,MEDIUM
MER00635,Powell-Reyes,ELECTRONICS,GB,LOW
MER00636,White-Vargas,E_COMMERCE,FR,HIGH
MER00637,Spencer-Hooper,FINANCIAL_SERVICES,NL,LOW
MER00638,Cole LLC,FINANCIAL_SERVICES,PK,LOW
MER00639,Yoder LLC,TRANSPORT,IN,HIGH
MER00640,Fisher-Morris,E_COMMERCE,AE,LOW
MER00641,"Zamora, Cole and Rodriguez",ENTERTAINMENT,IN,HIGH
MER00642,Schroeder-Lambert,GROCERY,CA,LOW
MER00643,"Clay, Gordon and Mcbride",HEALTHCARE,SG,LOW
MER00644,Preston-Torres,ELECTRONICS,AU,LOW
MER00645,"Jones, Haney and Howard",E_COMMERCE,PK,LOW
MER00646,Vargas-Eaton,ENTERTAINMENT,ES,HIGH
MER00647,Wilson-Fox,E_COMMERCE,AE,MEDIUM
MER00648,Smith-White,TRAVEL,IT,LOW
MER00649,Robinson-Nunez,TRAVEL,ES,LOW
MER00650,"Cunningham, Dixon and Strickland",HEALTHCARE,JP,HIGH
MER00651,Lewis PLC,ENTERTAINMENT,BE,MEDIUM
MER00652,Gordon and Sons,HEALTHCARE,US,LOW
MER00653,Adams-Fletcher,GAMING,IN,LOW
MER00654,"Odom, Olsen and Smith",GROCERY,ES,LOW
MER00655,Cantu Ltd,FASHION,FR,LOW
MER00656,Moore-Miller,TRAVEL,SG,MEDIUM
MER00657,"Brock, Gonzalez and Benitez",GAMING,AE,LOW
MER00658,Clark Inc,TRAVEL,FR,LOW
MER00659,Hill-Compton,TRANSPORT,AE,MEDIUM
MER00660,Roberts-Mann,FASHION,US,HIGH
MER00661,Lopez-Mcguire,HEALTHCARE,AE,LOW
MER00662,"Smith, Brown and Barnett",TRANSPORT,NL,LOW
MER00663,Banks-Hudson,TRANSPORT,ES,HIGH
MER00664,Thomas Ltd,TRANSPORT,US,LOW
MER00665,Bullock-Lee,TRAVEL,US,MEDIUM
MER00666,"Brooks, Ellis and Martin",GROCERY,FR,LOW
MER00667,Turner Group,FASHION,AU,LOW
MER00668,Wallace-Butler,FINANCIAL_SERVICES,FR,MEDIUM
MER00669,Jacobs-Wright,FASHION,PK,MEDIUM
MER00670,Rodriguez-Collins,HEALTHCARE,GB,MEDIUM
MER00671,"Austin, Dixon and Scott",UTILITIES,ES,MEDIUM
MER00672,Banks-Johnson,GAMING,FR,LOW
MER00673,Graves PLC,FINANCIAL_SERVICES,AE,MEDIUM
MER00674,Stevenson-Patrick,FASHION,IN,HIGH
MER00675,"Olsen, Mason and Huff",UTILITIES,NL,MEDIUM
MER00676,Holmes-Hart,GAMING,DE,LOW
MER00677,"Williams, Morales and Ortiz",FINANCIAL_SERVICES,NL,MEDIUM
MER00678,Thomas-Black,FASHION,DE,LOW
MER00679,Spence-Johnson,UTILITIES,IN,LOW
MER00680,Patterson-Phelps,ENTERTAINMENT,IN,LOW
MER00681,"Cole, Johnson and Roberson",TRANSPORT,JP,LOW
MER00682,Ellison Inc,ENTERTAINMENT,SG,MEDIUM
MER00683,Weber and Sons,HEALTHCARE,BE,MEDIUM
MER00684,Bailey-Lucas,RESTAURANT,SG,LOW
MER00685,Gonzalez-Lopez,GAMING,SG,MEDIUM
MER00686,Gutierrez Group,ELECTRONICS,DE,LOW
MER00687,Jones-Higgins,E_COMMERCE,NL,MEDIUM
MER00688,Mack PLC,FINANCIAL_SERVICES,CA,MEDIUM
MER00689,Nelson-Collins,GAMING,IT,LOW
MER00690,Hall-Hall,HEALTHCARE,CA,LOW
MER00691,Bartlett PLC,E_COMMERCE,ES,MEDIUM
MER00692,Morrison-Higgins,FASHION,AE,MEDIUM
MER00693,"Jimenez, Stewart and Wilcox",ENTERTAINMENT,BE,HIGH
MER00694,Schmidt-Freeman,GAMING,CA,LOW
MER00695,Wheeler-Nelson,HEALTHCARE,ES,LOW
MER00696,Jenkins-Allen,UTILITIES,AE,LOW
MER00697,Thompson-Barnett,FINANCIAL_SERVICES,GB,LOW
MER00698,Bell LLC,GAMING,BE,LOW
MER00699,Moore-Williams,GROCERY,JP,LOW
MER00700,Barry-Peterson,FINANCIAL_SERVICES,PK,LOW
MER00701,Perez-Espinoza,GROCERY,SG,LOW
MER00702,"James, Kelly and Moreno",RESTAURANT,JP,LOW
MER00703,"Williams, Williams and Miller",FASHION,IT,MEDIUM
MER00704,Zimmerman-Perkins,UTILITIES,BE,LOW
MER00705,Potts-Long,TRAVEL,BE,MEDIUM
MER00706,Soto-Fletcher,E_COMMERCE,CA,LOW
MER00707,Flores Ltd,TRAVEL,ES,LOW
MER00708,"Gonzalez, Smith and Goodman",ELECTRONICS,AE,HIGH
MER00709,"Diaz, Taylor and Robles",TRAVEL,IT,LOW
MER00710,"Ellis, Wong and Reyes",FASHION,GB,MEDIUM
MER00711,"Williams, Johnson and Lang",E_COMMERCE,AE,LOW
MER00712,Jackson and Sons,TRANSPORT,AE,MEDIUM
MER00713,Allen and Sons,FASHION,SG,LOW
MER00714,Molina-Benitez,HEALTHCARE,AE,HIGH
MER00715,Novak LLC,ENTERTAINMENT,BE,MEDIUM
MER00716,"Peterson, Montgomery and Taylor",GAMING,PK,LOW
MER00717,Melendez-Sanchez,GROCERY,JP,LOW
MER00718,"Williams, Holloway and Miller",FINANCIAL_SERVICES,IN,MEDIUM
MER00719,"Salazar, Hendrix and Morales",GROCERY,CA,LOW
MER00720,Wilkerson Group,TRAVEL,IT,HIGH
MER00721,"Clarke, Gonzales and Yang",GAMING,US,MEDIUM
MER00722,Scott-Gibson,UTILITIES,DE,LOW
MER00723,Mitchell-Wheeler,ELECTRONICS,PK,HIGH
MER00724,"Cobb, Carson and Williams",HEALTHCARE,US,LOW
MER00725,Johnson-Garcia,ENTERTAINMENT,DE,LOW
MER00726,Olson and Sons,RESTAURANT,DE,LOW
MER00727,Riley-Stanley,TRANSPORT,SG,LOW
MER00728,Rodriguez Ltd,FASHION,JP,LOW
MER00729,Norris Ltd,RESTAURANT,IT,LOW
MER00730,Reeves-Proctor,UTILITIES,IT,LOW
MER00731,French PLC,TRANSPORT,ES,LOW
MER00732,Foster-Johnston,ELECTRONICS,DE,MEDIUM
MER00733,West-Wright,FINANCIAL_SERVICES,US,MEDIUM
MER00734,"Mckinney, Brown and Hawkins",GROCERY,BE,MEDIUM
MER00735,"Taylor, Ford and Whitaker",RESTAURANT,AE,MEDIUM
MER00736,Marquez PLC,UTILITIES,IT,MEDIUM
MER00737,"Lindsey, Chambers and Kennedy",GAMING,PK,LOW
MER00738,"Hamilton, Bautista and Smith",ELECTRONICS,FR,MEDIUM
MER00739,Johnson Inc,FINANCIAL_SERVICES,IN,MEDIUM
MER00740,Reed-Jackson,E_COMMERCE,AE,LOW
MER00741,Drake-Leonard,ELECTRONICS,IN,LOW
MER00742,Dorsey Ltd,GAMING,FR,MEDIUM
MER00743,Rodgers-Ellis,RESTAURANT,CA,LOW
MER00744,Jones-Castillo,GAMING,FR,MEDIUM
MER00745,Garcia Ltd,ENTERTAINMENT,IN,LOW
MER00746,Davis Ltd,GROCERY,IT,LOW
MER00747,Harris-Bell,HEALTHCARE,ES,MEDIUM
MER00748,Cameron PLC,E_COMMERCE,IT,LOW
MER00749,Richardson-Wilson,FASHION,JP,LOW
MER00750,Dennis-Brown,UTILITIES,GB,LOW
MER00751,Snow-Warner,HEALTHCARE,ES,HIGH
MER00752,"Mason, Nichols and Parker",GAMING,GB,LOW
MER00753,"Byrd, Griffin and Chambers",GROCERY,CA,HIGH
MER00754,"Curtis, Franklin and Nelson",E_COMMERCE,CA,MEDIUM
MER00755,Shea-Hughes,TRAVEL,IN,LOW
MER00756,"Wallace, Ball and Holmes",FASHION,IN,MEDIUM
MER00757,"Hamilton, Evans and Russell",FINANCIAL_SERVICES,GB,LOW
MER00758,Horton-Johnston,GAMING,SG,LOW
MER00759,Cole-Walton,ENTERTAINMENT,DE,LOW
MER00760,Gonzalez Group,FINANCIAL_SERVICES,DE,LOW
MER00761,"Jones, Mcdonald and Hudson",ELECTRONICS,US,LOW
MER00762,Woods-Brown,UTILITIES,IN,MEDIUM
MER00763,"Newman, Brown and Washington",HEALTHCARE,IN,LOW
MER00764,Green-Frederick,RESTAURANT,NL,LOW
MER00765,"Gilbert, Phillips and Nelson",E_COMMERCE,IN,MEDIUM
MER00766,Ellis PLC,ENTERTAINMENT,SG,LOW
MER00767,Rose Group,TRAVEL,AU,LOW
MER00768,"King, Tucker and Ryan",FASHION,AE,HIGH
MER00769,Hawkins LLC,ENTERTAINMENT,AE,HIGH
MER00770,Carlson-Wallace,RESTAURANT,GB,LOW
MER00771,"Jenkins, Bell and Bell",TRANSPORT,IT,HIGH
MER00772,Miller Group,FINANCIAL_SERVICES,IT,MEDIUM
MER00773,"Frazier, Lewis and Rivera",FINANCIAL_SERVICES,IN,LOW
MER00774,Flynn PLC,HEALTHCARE,GB,LOW
MER00775,Howard Inc,FINANCIAL_SERVICES,SG,LOW
MER00776,Hood-Holder,TRANSPORT,SG,HIGH
MER00777,"Davis, Hurley and Watkins",ELECTRONICS,AU,LOW
MER00778,Page Ltd,GROCERY,IN,LOW
MER00779,Gregory and Sons,ENTERTAINMENT,CA,HIGH
MER00780,"Joyce, Miles and Peterson",ENTERTAINMENT,US,LOW
MER00781,"Martin, Gardner and Terry",UTILITIES,CA,LOW
MER00782,"Barajas, Lee and Smith",ELECTRONICS,US,LOW
MER00783,"Black, Miller and Jimenez",TRANSPORT,AE,MEDIUM
MER00784,Glover Ltd,E_COMMERCE,US,HIGH
MER00785,Lawson-Dixon,ELECTRONICS,NL,MEDIUM
MER00786,Stokes PLC,UTILITIES,US,MEDIUM
MER00787,"Clark, Young and Gould",TRANSPORT,AU,LOW
MER00788,"Fuller, Ruiz and Phillips",ENTERTAINMENT,ES,LOW
MER00789,Mayer-Wilson,FINANCIAL_SERVICES,BE,LOW
MER00790,Watkins PLC,FINANCIAL_SERVICES,FR,HIGH
MER00791,"Garcia, Lewis and Gentry",E_COMMERCE,NL,LOW
MER00792,"Oconnell, Porter and Myers",GROCERY,FR,LOW
MER00793,"Olson, Williamson and Simpson",GAMING,NL,MEDIUM
MER00794,Cobb and Sons,FASHION,AU,LOW
MER00795,Martinez-Steele,HEALTHCARE,DE,MEDIUM
MER00796,"Lang, Hamilton and Owens",ELECTRONICS,CA,LOW
MER00797,Martinez-Dennis,TRAVEL,BE,MEDIUM
MER00798,Flynn-Perry,GAMING,SG,LOW
MER00799,Garcia-Beck,ELECTRONICS,SG,MEDIUM
MER00800,"Peck, Maldonado and Mccall",UTILITIES,SG,MEDIUM
MER00801,Lee-Carson,FASHION,GB,LOW
MER00802,"Butler, Jones and Lee",FASHION,SG,MEDIUM
MER00803,"Smith, Cook and Carter",TRAVEL,ES,LOW
MER00804,Johnston and Sons,ELECTRONICS,AU,LOW
MER00805,Schmitt-Williams,FINANCIAL_SERVICES,PK,LOW
MER00806,"Maynard, Tate and Cole",FINANCIAL_SERVICES,FR,HIGH
MER00807,Carson Inc,E_COMMERCE,JP,HIGH
MER00808,"Owens, Gray and Gonzalez",FINANCIAL_SERVICES,BE,LOW
MER00809,Camacho-Monroe,UTILITIES,IT,LOW
MER00810,Meyers-Mckenzie,GAMING,IN,LOW
MER00811,Palmer-Carroll,GAMING,IN,LOW
MER00812,"Christensen, Roberts and Lewis",FINANCIAL_SERVICES,GB,LOW
MER00813,Martinez Ltd,HEALTHCARE,US,HIGH
MER00814,Lopez LLC,TRAVEL,SG,LOW
MER00815,Chen-Jackson,ELECTRONICS,ES,LOW
MER00816,"Elliott, Baxter and Bass",ELECTRONICS,NL,MEDIUM
MER00817,Ramos Inc,HEALTHCARE,SG,LOW
MER00818,Anderson Group,TRAVEL,DE,LOW
MER00819,Bradshaw Inc,RESTAURANT,SG,LOW
MER00820,Ali PLC,ELECTRONICS,US,LOW
MER00821,Holland and Sons,TRAVEL,US,HIGH
MER00822,Miller and Sons,ELECTRONICS,IT,MEDIUM
MER00823,"Montes, Conway and Mcdonald",FASHION,IT,LOW
MER00824,Flowers-Morgan,ENTERTAINMENT,PK,MEDIUM
MER00825,Hoover-Fields,E_COMMERCE,JP,LOW
MER00826,Estrada-Gutierrez,RESTAURANT,BE,LOW
MER00827,Jennings-Pena,UTILITIES,GB,LOW
MER00828,Hernandez-Thompson,TRAVEL,NL,MEDIUM
MER00829,Graham-Robinson,TRANSPORT,US,MEDIUM
MER00830,"Daniels, Wright and Walker",HEALTHCARE,DE,LOW
MER00831,Fisher-Garcia,ELECTRONICS,IT,HIGH
MER00832,"Harris, Freeman and Ortiz",UTILITIES,PK,LOW
MER00833,"King, Waller and Walker",FINANCIAL_SERVICES,BE,HIGH
MER00834,"Lee, Robbins and Newton",GAMING,CA,MEDIUM
MER00835,Davenport-Kelly,GROCERY,DE,LOW
MER00836,Miles-Stephens,ENTERTAINMENT,AE,MEDIUM
MER00837,Sanchez-Carlson,E_COMMERCE,PK,LOW
MER00838,Dunn-Caldwell,E_COMMERCE,GB,HIGH
MER00839,Perry Inc,HEALTHCARE,PK,LOW
MER00840,Elliott-Leach,FASHION,AU,LOW
MER00841,"Davis, Robertson and Malone",GAMING,IT,LOW
MER00842,Chandler Group,RESTAURANT,IN,MEDIUM
MER00843,"Shepard, Hernandez and Anderson",E_COMMERCE,DE,LOW
MER00844,"Dodson, Harper and Matthews",UTILITIES,JP,MEDIUM
MER00845,Hernandez-Preston,TRANSPORT,ES,MEDIUM
MER00846,"Cooper, Young and Phelps",TRANSPORT,JP,HIGH
MER00847,"Morgan, Brooks and Hicks",FINANCIAL_SERVICES,SG,MEDIUM
MER00848,"Mason, Diaz and Finley",ENTERTAINMENT,CA,LOW
MER00849,Stafford and Sons,FINANCIAL_SERVICES,JP,MEDIUM
MER00850,"Roberts, Thomas and Lewis",ELECTRONICS,US,LOW
MER00851,Wright Ltd,TRAVEL,BE,MEDIUM
MER00852,Montgomery-Reese,HEALTHCARE,JP,LOW
MER00853,"Nichols, Young and Perez",FINANCIAL_SERVICES,FR,MEDIUM
MER00854,Alvarado and Sons,FINANCIAL_SERVICES,US,LOW
MER00855,"Haney, Shea and Perry",FASHION,FR,MEDIUM
MER00856,"Tran, Matthews and Allen",UTILITIES,AU,LOW
MER00857,Shaw-Young,GAMING,JP,LOW
MER00858,Johnston-Carter,TRANSPORT,SG,LOW
MER00859,"Haynes, Bailey and Ruiz",FINANCIAL_SERVICES,IN,MEDIUM
MER00860,Lynn Ltd,ELECTRONICS,CA,MEDIUM
MER00861,Martin-Hicks,ENTERTAINMENT,IN,LOW
MER00862,Lewis-Shaffer,FASHION,DE,LOW
MER00863,"Oneal, Rice and Luna",UTILITIES,IN,LOW
MER00864,Cummings-Morgan,RESTAURANT,IT,LOW
MER00865,Lewis-Kirby,ELECTRONICS,DE,MEDIUM
MER00866,Martinez-Burke,GAMING,AE,HIGH
MER00867,"Powell, Guerrero and Wilson",ELECTRONICS,CA,LOW
