transaction_id,account_id,merchant_id,transaction_timestamp,transaction_type,amount,currency,payment_method,country,status
TX000017462,ACC0007271,MER00807,2026-03-25 10:34:59,REFUND,3.36,EUR,CARD,FR,FAILED
TX000017463,ACC0002139,MER00971,2026-06-10 23:32:16,PURCHASE,33.14,EUR,CARD,FR,COMPLETED
TX000017464,ACC0009489,MER00357,2026-02-09 00:10:26,PURCHASE,82.68,AUD,CARD,AU,COMPLETED
TX000017465,ACC0008271,MER00533,2026-08-04 03:38:35,TRANSFER,5.93,GBP,CASH,GB,PENDING
TX000017466,ACC0004529,MER00785,2026-01-26 04:53:48,WITHDRAWAL,49.45,JPY,DIRECT_DEBIT,JP,REVERSED
TX000017467,ACC0006318,MER00285,2025-12-10 13:29:24,PAYMENT,7.05,GBP,CARD,GB,FAILED
TX000017468,ACC0006425,MER00778,2026-07-07 10:19:43,TRANSFER,83.78,SGD,DIRECT_DEBIT,SG,COMPLETED
TX000017469,ACC0000518,MER00719,2025-11-23 13:20:28,PURCHASE,33.51,EUR,CASH,FR,COMPLETED
TX000017470,ACC0000382,MER00078,2026-02-21 03:24:43,WITHDRAWAL,12.58,USD,CARD,US,COMPLETED
TX000017471,ACC0008926,MER00523,2026-03-29 05:29:32,TRANSFER,5.68,USD,DIRECT_DEBIT,US,COMPLETED
TX000017472,ACC0010778,MER00049,2026-06-07 19:38:25,PAYMENT,364.74,EUR,CARD,FR,COMPLETED
TX000017473,ACC0005618,MER00782,2025-12-16 15:00:55,TRANSFER,418.12,EUR,BANK_TRANSFER,FR,COMPLETED
TX000017474,ACC0002150,MER00915,2026-05-18 04:46:59,PURCHASE,10.1,AED,CARD,AE,PENDING
TX000017475,ACC0005373,MER00400,2025-12-11 09:10:09,PURCHASE,9.85,EUR,CARD,FR,COMPLETED
TX000017476,ACC0006695,MER00341,2026-05-06 03:44:05,PAYMENT,36.13,EUR,DIRECT_DEBIT,FR,FAILED
TX000017477,ACC0002701,MER00716,2025-11-29 18:14:38,WITHDRAWAL,21.67,CAD,CARD,CA,COMPLETED
TX000017478,ACC0002481,MER00834,2026-03-07 14:18:29,PURCHASE,23.13,SGD,BANK_TRANSFER,SG,FAILED
TX000017479,ACC0011562,MER00230,2026-03-22 09:00:32,PURCHASE,45.25,EUR,CARD,FR,COMPLETED
TX000017480,ACC0008418,MER00938,2026-04-07 15:08:00,PURCHASE,273.01,JPY,DIGITAL_WALLET,JP,COMPLETED
TX000017481,ACC0002761,MER00695,2026-03-01 07:22:08,TRANSFER,148.16,INR,DIGITAL_WALLET,IN,PENDING
TX000017482,ACC0000502,MER00347,2025-11-16 02:56:31,TRANSFER,23.28,EUR,CARD,FR,COMPLETED
TX000017483,ACC0005495,MER00452,2026-03-18 19:21:51,WITHDRAWAL,73.28,EUR,CARD,FR,COMPLETED
TX000017484,ACC0001486,MER00394,2025-11-01 17:17:57,REFUND,4.34,INR,CARD,IN,COMPLETED
TX000017485,ACC0005736,MER00375,2026-02-02 16:37:42,PURCHASE,38.46,EUR,DIGITAL_WALLET,FR,PENDING
TX000017486,ACC0008886,MER00969,2026-03-29 00:50:21,PURCHASE,25.53,EUR,CASH,FR,PENDING
TX000017487,ACC0002620,MER00747,2025-09-02 15:27:25,PURCHASE,95.56,SGD,DIGITAL_WALLET,SG,PENDING
TX000017488,ACC0000868,MER00056,2026-05-30 01:46:13,TRANSFER,65.64,PKR,BANK_TRANSFER,PK,COMPLETED
TX000017489,ACC0009287,MER00355,2026-03-20 23:14:31,REFUND,46.51,JPY,CARD,JP,COMPLETED
TX000017490,ACC0011573,MER00761,2025-12-25 17:09:53,PURCHASE,54.94,JPY,CARD,JP,FAILED
TX000017491,ACC0003022,MER00896,2026-08-22 11:56:35,PURCHASE,20.55,AUD,DIGITAL_WALLET,AU,COMPLETED
TX000017492,ACC0008367,MER00895,2026-08-24 16:23:55,PURCHASE,96.01,EUR,DIGITAL_WALLET,FR,COMPLETED
TX000017493,ACC0007125,MER00293,2026-03-16 18:53:16,WITHDRAWAL,54.94,JPY,CASH,JP,COMPLETED
TX000017494,ACC0006955,MER00124,2026-05-31 10:08:09,TRANSFER,27.7,PKR,DIRECT_DEBIT,PK,PENDING
TX000017495,ACC0001966,MER00051,2025-08-01 18:30:28,PURCHASE,36.91,EUR,CARD,FR,COMPLETED
TX000017496,ACC0009487,MER00669,2026-06-15 22:08:17,PURCHASE,83.81,EUR,DIGITAL_WALLET,FR,COMPLETED
TX000017497,ACC0011316,MER00419,2025-11-13 10:59:10,TRANSFER,93.0,EUR,BANK_TRANSFER,FR,PENDING
TX000017498,ACC0010198,MER00303,2025-10-23 18:53:08,PAYMENT,22.73,JPY,CASH,JP,REVERSED
TX000017499,ACC0003976,MER00633,2025-11-16 02:46:35,REFUND,12.39,JPY,BANK_TRANSFER,JP,FAILED
TX000017500,ACC0000197,MER00858,2026-03-05 02:49:47,WITHDRAWAL,20.06,USD,DIGITAL_WALLET,US,REVERSED
TX000017501,ACC0008984,MER00687,2026-03-12 03:58:18,PURCHASE,21.23,EUR,CARD,FR,FAILED
TX000017502,ACC0002474,MER00617,2025-09-19 01:26:38,PURCHASE,37.92,PKR,CARD,PK,COMPLETED
TX000017503,ACC0004181,MER00228,2026-02-23 03:57:59,WITHDRAWAL,123.61,GBP,DIRECT_DEBIT,GB,COMPLETED
TX000017504,ACC0005740,MER00647,2025-08-06 16:26:58,PURCHASE,19.74,EUR,BANK_TRANSFER,FR,FAILED
TX000017505,ACC0009730,MER00806,2026-05-19 05:35:01,PAYMENT,50.75,JPY,DIRECT_DEBIT,JP,COMPLETED
TX000017506,ACC0006218,MER00769,2026-05-18 15:05:16,PURCHASE,27.04,AED,BANK_TRANSFER,AE,COMPLETED
TX000017507,ACC0004320,MER00380,2026-02-09 07:53:13,PAYMENT,33.82,EUR,DIRECT_DEBIT,FR,FAILED
TX000017508,ACC0006772,MER00191,2026-03-25 12:29:58,PAYMENT,46.21,USD,DIGITAL_WALLET,US,PENDING
TX000017509,ACC0010881,MER00934,2026-03-28 01:28:48,PURCHASE,124.18,PKR,BANK_TRANSFER,PK,COMPLETED
TX000017510,ACC0001011,MER00471,2025-10-04 21:28:25,WITHDRAWAL,43.47,AED,DIRECT_DEBIT,AE,COMPLETED
TX000017511,ACC0001871,MER00330,2026-04-21 13:44:11,PURCHASE,1.94,GBP,CARD,GB,REVERSED
TX000017512,ACC0006126,MER00007,2026-03-25 01:56:50,PAYMENT,26.6,EUR,DIRECT_DEBIT,FR,REVERSED
TX000017513,ACC0004393,MER00809,2026-04-24 14:11:02,REFUND,186.05,JPY,DIGITAL_WALLET,JP,COMPLETED
TX000017514,ACC0004529,MER00154,2026-02-07 12:20:41,WITHDRAWAL,116.31,JPY,CARD,JP,COMPLETED
TX000017515,ACC0003177,MER00918,2025-12-23 22:23:31,PURCHASE,79.02,JPY,BANK_TRANSFER,JP,REVERSED
TX000017516,ACC0002976,MER00139,2026-01-24 02:04:59,WITHDRAWAL,121.18,GBP,CASH,GB,REVERSED
TX000017517,ACC0008143,MER00733,2026-02-28 04:35:31,PAYMENT,81.98,AED,CASH,AE,COMPLETED
TX000017518,ACC0001041,MER00234,2025-10-28 16:21:08,WITHDRAWAL,118.62,SGD,BANK_TRANSFER,SG,COMPLETED
TX000017519,ACC0003120,MER00756,2025-12-30 06:31:03,PAYMENT,9.69,AUD,DIRECT_DEBIT,AU,COMPLETED
TX000017520,ACC0005933,MER00423,2025-10-14 07:15:40,PURCHASE,31.01,EUR,CARD,FR,REVERSED
TX000017521,ACC0008836,MER00101,2026-02-02 22:00:33,REFUND,38.95,EUR,CARD,FR,COMPLETED
TX000017522,ACC0011308,MER00251,2025-12-23 21:42:53,REFUND,35.14,SGD,BANK_TRANSFER,SG,COMPLETED
TX000017523,ACC0010179,MER00913,2026-05-09 02:07:47,REFUND,17.55,JPY,DIGITAL_WALLET,JP,COMPLETED
TX000017524,ACC0006862,MER00054,2025-09-29 22:41:35,PAYMENT,38.9,EUR,DIGITAL_WALLET,FR,COMPLETED
TX000017525,ACC0003254,MER00074,2026-02-09 08:41:26,PURCHASE,5.1,AUD,CARD,AU,REVERSED
TX000017526,ACC0003472,MER00039,2026-08-03 13:11:31,PURCHASE,54.52,EUR,CARD,FR,COMPLETED
TX000017527,ACC0009701,MER00476,2025-10-09 19:20:08,PAYMENT,15.78,JPY,CASH,JP,COMPLETED
TX000017528,ACC0005199,MER00901,2026-05-17 10:17:59,PAYMENT,3.02,CAD,CARD,CA,COMPLETED
TX000017529,ACC0008539,MER00502,2025-10-07 11:51:46,WITHDRAWAL,33.72,EUR,DIGITAL_WALLET,FR,COMPLETED
TX000017530,ACC0000914,MER00675,2025-10-02 19:47:10,PAYMENT,181.8,PKR,CARD,PK,COMPLETED
TX000017531,ACC0000689,MER00090,2025-12-18 20:11:08,TRANSFER,4.09,EUR,CASH,FR,PENDING
TX000017532,ACC0006493,MER00708,2025-09-17 01:38:32,PURCHASE,25.35,AED,CARD,AE,REVERSED
TX000017533,ACC0010068,MER00225,2026-01-04 04:18:08,PURCHASE,5.56,EUR,CARD,FR,FAILED
TX000017534,ACC0002894,MER00013,2025-12-27 00:47:51,PURCHASE,43.94,PKR,BANK_TRANSFER,PK,PENDING
TX000017535,ACC0002590,MER00986,2025-09-08 23:03:35,PURCHASE,86.33,PKR,DIGITAL_WALLET,PK,REVERSED
TX000017536,ACC0000613,MER00688,2026-02-28 18:56:58,TRANSFER,13.6,EUR,DIRECT_DEBIT,FR,REVERSED
TX000017537,ACC0000561,MER00866,2026-08-11 02:32:49,WITHDRAWAL,20.78,INR,DIRECT_DEBIT,IN,FAILED
TX000017538,ACC0009917,MER00893,2026-01-09 07:26:10,PURCHASE,28.12,EUR,BANK_TRANSFER,FR,COMPLETED
TX000017539,ACC0008792,MER00615,2025-09-05 20:08:14,REFUND,129.46,PKR,CARD,PK,COMPLETED
TX000017540,ACC0011183,MER00702,2026-01-27 12:30:17,PURCHASE,7.11,INR,CARD,IN,COMPLETED
TX000017541,ACC0009667,MER00791,2026-01-11 00:32:18,TRANSFER,20.1,AUD,CARD,AU,COMPLETED
TX000017542,ACC0000326,MER00686,2026-02-11 16:05:27,PURCHASE,186.38,INR,BANK_TRANSFER,IN,PENDING
TX000017543,ACC0009172,MER00353,2025-09-07 03:55:16,REFUND,14.88,CAD,BANK_TRANSFER,CA,COMPLETED
TX000017544,ACC0002258,MER00592,2026-07-05 21:32:39,TRANSFER,21.46,EUR,CARD,FR,COMPLETED
TX000017545,ACC0007857,MER00647,2026-03-20 10:24:41,PURCHASE,40.37,CAD,CARD,CA,COMPLETED
TX000017546,ACC0009973,MER00888,2026-03-21 20:31:41,TRANSFER,428.33,EUR,BANK_TRANSFER,FR,COMPLETED
TX000017547,ACC0004600,MER00837,2025-09-08 07:26:21,PURCHASE,9.69,EUR,CARD,FR,FAILED
TX000017548,ACC0006688,MER00722,2025-08-17 10:56:24,REFUND,76.01,GBP,BANK_TRANSFER,GB,COMPLETED
TX000017549,ACC0007162,MER00652,2026-07-23 00:47:19,WITHDRAWAL,8.97,EUR,DIRECT_DEBIT,FR,REVERSED
TX000017550,ACC0004637,MER00108,2025-10-13 00:21:42,REFUND,10.93,CAD,DIRECT_DEBIT,CA,REVERSED
TX000017551,ACC0010745,MER00366,2025-09-21 05:44:15,PURCHASE,18.83,AUD,CASH,AU,COMPLETED
TX000017552,ACC0004164,MER00731,2025-09-17 23:03:27,PURCHASE,55.22,INR,DIGITAL_WALLET,IN,FAILED
TX000017553,ACC0002368,MER00614,2026-05-13 18:07:44,PAYMENT,18.09,GBP,CARD,GB,COMPLETED
TX000017554,ACC0003077,MER00957,2026-04-26 14:52:52,WITHDRAWAL,38.33,EUR,CARD,FR,COMPLETED
TX000017555,ACC0007738,MER00830,2026-07-27 08:05:51,PURCHASE,15.04,CAD,CASH,CA,COMPLETED
TX000017556,ACC0009102,MER00524,2025-11-09 05:29:18,PURCHASE,36.22,EUR,BANK_TRANSFER,FR,COMPLETED
TX000017557,ACC0002087,MER00065,2026-07-19 17:00:11,REFUND,7.94,EUR,DIGITAL_WALLET,FR,FAILED
TX000017558,ACC0009443,MER00487,2026-07-10 00:42:02,TRANSFER,8.17,EUR,BANK_TRANSFER,FR,FAILED
TX000017559,ACC0006682,MER00649,2026-06-16 00:53:21,PURCHASE,18.82,EUR,CARD,FR,FAILED
TX000017560,ACC0004270,MER00060,2025-09-11 20:03:23,WITHDRAWAL,64.86,SGD,DIRECT_DEBIT,SG,PENDING
TX000017561,ACC0000599,MER00551,2025-11-02 23:26:44,PURCHASE,40.98,EUR,CASH,FR,COMPLETED
TX000017562,ACC0006983,MER00985,2025-09-14 16:13:45,PURCHASE,14.13,JPY,CARD,JP,COMPLETED
TX000017563,ACC0002125,MER00845,2026-08-11 00:43:59,PURCHASE,9.54,PKR,DIRECT_DEBIT,PK,FAILED
TX000017564,ACC0008838,MER00265,2026-07-29 10:26:05,WITHDRAWAL,103.25,AUD,DIRECT_DEBIT,AU,COMPLETED
TX000017565,ACC0009478,MER00417,2025-08-10 01:05:26,TRANSFER,148.35,EUR,CARD,FR,COMPLETED
TX000017566,ACC0004034,MER00341,2026-05-06 16:17:48,REFUND,57.89,EUR,CARD,FR,COMPLETED
TX000017567,ACC0004584,MER00481,2025-08-12 12:16:28,TRANSFER,48.96,JPY,BANK_TRANSFER,JP,COMPLETED
TX000017568,ACC0001020,MER00410,2025-11-04 03:41:32,PURCHASE,3.15,EUR,CARD,FR,PENDING
TX000017569,ACC0010803,MER00604,2026-06-30 20:34:45,PURCHASE,63.62,AUD,CARD,AU,FAILED
TX000017570,ACC0005368,MER00237,2026-04-06 05:05:30,PURCHASE,190.04,AUD,DIGITAL_WALLET,AU,COMPLETED
TX000017571,ACC0005652,MER00159,2025-08-28 13:15:42,TRANSFER,107.71,JPY,DIRECT_DEBIT,JP,COMPLETED
TX000017572,ACC0011588,MER00664,2026-06-20 15:05:55,PURCHASE,101.48,USD,CASH,US,FAILED
TX000017573,ACC0010176,MER00680,2025-12-17 03:59:05,PURCHASE,5.36,EUR,CARD,FR,COMPLETED
TX000017574,ACC0003818,MER00437,2025-08-07 23:39:46,PURCHASE,15.26,EUR,CASH,FR,FAILED
TX000017575,ACC0010062,MER00020,2025-11-11 01:03:09,PURCHASE,28.24,INR,CASH,IN,COMPLETED
TX000017576,ACC0007635,MER00103,2026-03-17 00:47:27,PURCHASE,15.14,EUR,DIRECT_DEBIT,FR,COMPLETED
TX000017577,ACC0010080,MER00134,2026-03-16 03:33:17,PURCHASE,9.25,EUR,CARD,FR,COMPLETED
TX000017578,ACC0008641,MER00796,2026-03-03 03:11:39,PAYMENT,52.51,EUR,BANK_TRANSFER,FR,COMPLETED
TX000017579,ACC0011009,MER00825,2025-10-08 23:28:31,REFUND,99.13,SGD,CARD,SG,COMPLETED
TX000017580,ACC0008721,MER00105,2026-04-14 02:41:25,TRANSFER,7.13,AUD,DIGITAL_WALLET,AU,FAILED
TX000017581,ACC0007488,MER00202,2025-10-18 20:32:12,PAYMENT,103.72,EUR,CARD,FR,PENDING
TX000017582,ACC0010279,MER00846,2026-04-22 21:29:43,WITHDRAWAL,42.33,EUR,CASH,FR,COMPLETED
TX000017583,ACC0005506,MER00470,2025-12-03 13:31:23,WITHDRAWAL,197.42,EUR,DIRECT_DEBIT,FR,COMPLETED
TX000017584,ACC0005672,MER00317,2026-04-14 08:47:40,PURCHASE,79.39,INR,CASH,IN,FAILED
TX000017585,ACC0005982,MER00293,2026-08-13 00:38:05,REFUND,38.2,EUR,CASH,FR,COMPLETED
TX000017586,ACC0005511,MER00016,2026-07-06 14:40:33,WITHDRAWAL,38.53,JPY,CARD,JP,COMPLETED
TX000017587,ACC0000726,MER00305,2026-04-10 05:02:27,PURCHASE,33.19,JPY,CASH,JP,COMPLETED
TX000017588,ACC0002613,MER00858,2026-02-15 09:49:17,PAYMENT,244.8,EUR,CARD,FR,COMPLETED
TX000017589,ACC0003681,MER00045,2026-01-09 10:10:25,WITHDRAWAL,64.93,EUR,CARD,FR,REVERSED
TX000017590,ACC0001680,MER00711,2025-08-13 01:50:09,WITHDRAWAL,22.09,AUD,DIGITAL_WALLET,AU,COMPLETED
TX000017591,ACC0001386,MER00952,2026-06-30 16:42:51,PAYMENT,61.94,EUR,CASH,FR,PENDING
TX000017592,ACC0000335,MER00210,2026-04-14 18:22:33,PURCHASE,55.3,CAD,BANK_TRANSFER,CA,COMPLETED
TX000017593,ACC0008250,MER00854,2025-08-19 18:36:57,PAYMENT,20.8,EUR,CARD,FR,PENDING
TX000017594,ACC0000391,MER00701,2026-02-17 12:02:51,PURCHASE,13.43,EUR,CASH,FR,COMPLETED
TX000017595,ACC0010871,MER00496,2025-10-15 06:36:03,PURCHASE,121.53,CAD,CARD,CA,COMPLETED
TX000017596,ACC0004145,MER00156,2026-06-05 00:00:27,TRANSFER,24.81,GBP,CASH,GB,COMPLETED
TX000017597,ACC0009095,MER00022,2026-02-01 21:51:43,PURCHASE,23.33,PKR,CASH,PK,COMPLETED
TX000017598,ACC0002725,MER00354,2025-10-04 12:03:05,TRANSFER,62.8,GBP,CARD,GB,COMPLETED
TX000017599,ACC0009772,MER00742,2025-12-16 19:26:02,TRANSFER,18.74,PKR,CASH,PK,COMPLETED
TX000017600,ACC0004987,MER00904,2026-07-01 00:35:02,PAYMENT,42.59,EUR,CARD,FR,COMPLETED
TX000017601,ACC0001497,MER00034,2026-07-10 11:40:44,PAYMENT,21.8,EUR,BANK_TRANSFER,FR,PENDING
TX000017602,ACC0010584,MER00450,2026-06-04 20:38:07,PAYMENT,1.94,USD,CASH,US,COMPLETED
TX000017603,ACC0007354,MER00780,2025-11-06 21:11:24,PURCHASE,50.65,AUD,DIRECT_DEBIT,AU,PENDING
TX000017604,ACC0009512,MER00387,2026-03-13 18:08:49,WITHDRAWAL,44.17,EUR,DIGITAL_WALLET,FR,COMPLETED
TX000017605,ACC0003231,MER00645,2025-10-16 04:38:38,REFUND,48.87,CAD,DIRECT_DEBIT,CA,COMPLETED
TX000017606,ACC0000232,MER00762,2025-11-08 05:50:27,TRANSFER,3.38,EUR,DIGITAL_WALLET,FR,COMPLETED
TX000017607,ACC0007824,MER00795,2026-02-28 00:06:49,REFUND,7.5,EUR,DIGITAL_WALLET,FR,COMPLETED
TX000017608,ACC0000876,MER00382,2026-01-09 13:04:55,TRANSFER,118.96,EUR,CARD,FR,COMPLETED
TX000017609,ACC0004573,MER00618,2026-06-15 04:14:19,PURCHASE,35.92,EUR,CARD,FR,COMPLETED
TX000017610,ACC0008525,MER00549,2026-07-02 13:05:48,PAYMENT,4.13,EUR,CARD,FR,REVERSED
TX000017611,ACC0009609,MER00408,2026-01-17 12:23:16,WITHDRAWAL,36.34,EUR,DIRECT_DEBIT,FR,COMPLETED
TX000017612,ACC0004008,MER00024,2025-09-30 03:20:31,PURCHASE,5.89,JPY,CARD,JP,REVERSED
TX000017613,ACC0004912,MER00562,2026-01-28 06:33:04,TRANSFER,17.63,USD,BANK_TRANSFER,US,COMPLETED
TX000017614,ACC0004403,MER00691,2025-10-04 13:58:17,PURCHASE,43.77,EUR,CARD,FR,COMPLETED
TX000017615,ACC0006285,MER00968,2026-03-12 17:11:05,WITHDRAWAL,43.84,CAD,DIRECT_DEBIT,CA,COMPLETED
TX000017616,ACC0003033,MER00853,2026-06-13 00:40:24,WITHDRAWAL,100.24,EUR,CASH,FR,PENDING
TX000017617,ACC0002048,MER00798,2026-07-10 21:16:36,REFUND,55.25,EUR,BANK_TRANSFER,FR,COMPLETED
TX000017618,ACC0004052,MER00223,2025-10-08 11:05:26,PURCHASE,59.21,EUR,CARD,FR,REVERSED
TX000017619,ACC0011981,MER00615,2026-03-24 02:23:24,REFUND,21.77,EUR,CARD,FR,COMPLETED
TX000017620,ACC0011900,MER00122,2025-10-08 14:25:20,PURCHASE,12.99,PKR,BANK_TRANSFER,PK,COMPLETED
TX000017621,ACC0002817,MER00101,2025-09-24 10:08:08,WITHDRAWAL,34.95,PKR,CASH,PK,COMPLETED
TX000017622,ACC0001761,MER00819,2026-02-10 15:55:47,WITHDRAWAL,101.71,EUR,CASH,FR,PENDING
TX000017623,ACC0006959,MER00442,2026-07-29 16:06:06,WITHDRAWAL,82.16,AUD,BANK_TRANSFER,AU,COMPLETED
TX000017624,ACC0009524,MER00802,2025-08-20 13:51:49,PAYMENT,26.54,AUD,CARD,AU,REVERSED
TX000017625,ACC0002822,MER00176,2025-10-09 13:59:17,PURCHASE,31.01,SGD,DIGITAL_WALLET,SG,COMPLETED
TX000017626,ACC0010008,MER00668,2026-01-30 10:25:49,WITHDRAWAL,12.27,EUR,BANK_TRANSFER,FR,COMPLETED
TX000017627,ACC0007495,MER00088,2026-01-13 02:06:21,REFUND,117.4,EUR,CARD,FR,PENDING
TX000017628,ACC0002926,MER00997,2025-10-21 15:03:40,PURCHASE,195.71,EUR,CARD,FR,FAILED
TX000017629,ACC0011947,MER00551,2026-03-15 13:33:04,PURCHASE,53.69,EUR,DIRECT_DEBIT,FR,FAILED
TX000017630,ACC0004254,MER00595,2025-12-13 09:11:35,PURCHASE,5.48,USD,CARD,US,FAILED
TX000017631,ACC0008749,MER00212,2025-12-09 23:16:21,PURCHASE,69.46,GBP,DIGITAL_WALLET,GB,FAILED
TX000017632,ACC0005590,MER00559,2026-03-11 20:22:10,TRANSFER,204.38,PKR,CARD,PK,COMPLETED
TX000017633,ACC0010458,MER00754,2026-06-25 13:43:00,TRANSFER,9.68,JPY,CARD,JP,COMPLETED
TX000017634,ACC0008298,MER00540,2026-03-12 00:46:22,REFUND,83.97,SGD,CARD,SG,FAILED
TX000017635,ACC0009673,MER00877,2026-04-01 21:37:08,WITHDRAWAL,26.93,EUR,CARD,FR,COMPLETED
TX000017636,ACC0010525,MER00452,2026-02-10 19:06:37,PURCHASE,130.09,SGD,CARD,SG,PENDING
TX000017637,ACC0002601,MER00621,2026-02-06 01:45:41,WITHDRAWAL,9.27,EUR,BANK_TRANSFER,FR,PENDING
TX000017638,ACC0010205,MER00616,2026-03-22 17:09:36,PAYMENT,20.55,SGD,DIGITAL_WALLET,SG,COMPLETED
TX000017639,ACC0011590,MER00623,2025-12-13 01:22:29,REFUND,5.9,EUR,BANK_TRANSFER,FR,COMPLETED
TX000017640,ACC0004175,MER00536,2026-06-02 19:28:23,PURCHASE,48.11,EUR,DIRECT_DEBIT,FR,COMPLETED
TX000017641,ACC0009279,MER00992,2026-05-22 17:59:45,PAYMENT,60.85,PKR,DIGITAL_WALLET,PK,PENDING
TX000017642,ACC0007590,MER00779,2026-04-22 15:19:50,REFUND,48.35,CAD,CASH,CA,PENDING
TX000017643,ACC0011046,MER00730,2025-12-18 20:49:26,PAYMENT,18.78,EUR,DIRECT_DEBIT,FR,PENDING
TX000017644,ACC0005589,MER00983,2025-11-04 12:05:06,REFUND,20.42,PKR,CARD,PK,COMPLETED
TX000017645,ACC0002627,MER00452,2026-08-11 06:38:35,REFUND,23.11,GBP,CARD,GB,COMPLETED
TX000017646,ACC0002856,MER00906,2025-09-12 06:22:49,WITHDRAWAL,87.69,PKR,CARD,PK,COMPLETED
TX000017647,ACC0008386,MER00675,2026-01-09 19:14:29,REFUND,6.7,CAD,DIRECT_DEBIT,CA,REVERSED
TX000017648,ACC0007366,MER00666,2026-05-01 09:14:30,TRANSFER,22.77,EUR,DIRECT_DEBIT,FR,REVERSED
TX000017649,ACC0007354,MER00525,2026-02-17 03:12:06,PURCHASE,6.56,AUD,CARD,AU,PENDING
TX000017650,ACC0003203,MER00314,2026-07-13 09:57:29,PURCHASE,21.11,EUR,BANK_TRANSFER,FR,PENDING
TX000017651,ACC0002979,MER00917,2025-11-09 04:31:14,PAYMENT,32.6,EUR,BANK_TRANSFER,FR,COMPLETED
TX000017652,ACC0000271,MER00917,2026-04-26 20:31:24,WITHDRAWAL,333.79,EUR,CARD,FR,PENDING
TX000017653,ACC0007029,MER00325,2026-01-28 09:17:18,PURCHASE,15.89,GBP,CASH,GB,COMPLETED
TX000017654,ACC0007909,MER00714,2025-11-03 11:57:12,REFUND,102.49,CAD,CASH,CA,FAILED
TX000017655,ACC0004285,MER00120,2025-12-29 01:09:26,PURCHASE,5.05,USD,DIRECT_DEBIT,US,PENDING
TX000017656,ACC0001353,MER00033,2026-04-10 18:55:58,REFUND,34.6,EUR,DIGITAL_WALLET,FR,COMPLETED
TX000017657,ACC0002388,MER00249,2025-09-05 00:53:11,REFUND,34.51,PKR,BANK_TRANSFER,PK,COMPLETED
TX000017658,ACC0005843,MER00703,2025-11-03 20:51:49,REFUND,75.17,EUR,CARD,FR,COMPLETED
TX000017659,ACC0007141,MER00364,2026-07-29 21:56:45,PURCHASE,18.16,USD,BANK_TRANSFER,US,COMPLETED
TX000017660,ACC0010018,MER00700,2026-08-01 18:02:59,WITHDRAWAL,13.97,EUR,DIGITAL_WALLET,FR,FAILED
TX000017661,ACC0005629,MER00954,2026-01-06 14:35:06,REFUND,3.36,AED,DIGITAL_WALLET,AE,COMPLETED
TX000017662,ACC0002888,MER00996,2025-11-26 01:29:00,WITHDRAWAL,47.66,EUR,BANK_TRANSFER,FR,FAILED
TX000017663,ACC0010064,MER00240,2026-04-09 17:07:35,PAYMENT,16.34,AED,DIGITAL_WALLET,AE,PENDING
TX000017664,ACC0010889,MER00879,2025-10-18 16:48:28,PURCHASE,102.31,GBP,CARD,GB,REVERSED
TX000017665,ACC0007450,MER00992,2026-07-08 08:31:20,PAYMENT,58.15,EUR,DIGITAL_WALLET,FR,PENDING
TX000017666,ACC0010333,MER00409,2025-08-12 19:30:49,REFUND,122.0,AUD,CASH,AU,REVERSED
TX000017667,ACC0011985,MER00657,2026-04-12 10:15:48,PURCHASE,12.67,SGD,CARD,SG,FAILED
TX000017668,ACC0002434,MER00550,2025-12-13 02:49:36,WITHDRAWAL,41.47,CAD,BANK_TRANSFER,CA,REVERSED
TX000017669,ACC0000680,MER00751,2025-08-01 21:53:18,PAYMENT,40.81,GBP,CARD,GB,PENDING
TX000017670,ACC0003342,MER00187,2026-08-04 05:13:38,TRANSFER,19.19,EUR,DIGITAL_WALLET,FR,PENDING
TX000017671,ACC0005075,MER00685,2025-10-14 23:17:49,PAYMENT,128.18,SGD,BANK_TRANSFER,SG,REVERSED
TX000017672,ACC0009825,MER00290,2025-10-30 10:01:42,PURCHASE,78.22,GBP,BANK_TRANSFER,GB,COMPLETED
TX000017673,ACC0003803,MER00935,2026-02-10 13:30:27,PURCHASE,309.15,SGD,CARD,SG,COMPLETED
TX000017674,ACC0008018,MER00709,2026-05-27 13:30:04,TRANSFER,71.1,EUR,CARD,FR,PENDING
TX000017675,ACC0011984,MER00379,2026-08-13 11:05:13,PURCHASE,258.73,USD,CARD,US,FAILED
TX000017676,ACC0011035,MER00820,2025-08-04 09:30:43,TRANSFER,252.33,CAD,CARD,CA,COMPLETED
TX000017677,ACC0011807,MER00362,2026-04-16 00:25:49,PURCHASE,19.28,AUD,CASH,AU,PENDING
TX000017678,ACC0008000,MER00206,2026-07-13 12:07:55,REFUND,6.58,EUR,BANK_TRANSFER,FR,COMPLETED
TX000017679,ACC0009962,MER00583,2025-12-28 00:00:51,PAYMENT,211.72,GBP,CARD,GB,PENDING
TX000017680,ACC0011269,MER00600,2025-12-19 18:17:05,PURCHASE,71.04,AED,DIGITAL_WALLET,AE,REVERSED
TX000017681,ACC0000096,MER00506,2026-06-26 22:28:54,WITHDRAWAL,58.76,EUR,CARD,FR,COMPLETED
TX000017682,ACC0005602,MER00495,2025-08-15 09:18:36,PURCHASE,20.22,EUR,CARD,FR,COMPLETED
TX000017683,ACC0004519,MER00032,2025-10-23 23:04:12,PURCHASE,51.26,EUR,CARD,FR,COMPLETED
